code_1c,description,print_name,sku,reference,group,item_type,vat_rate,uom,hs_code
00-00003248,Radius Stem 7.5-27mm,Radius Stem 7.5-27mm,5041-00203,Radius Stem 7.5-27mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003249,Radius Stem 7.5-29mm,Radius Stem 7.5-29mm,5041-00207,Radius Stem 7.5-29mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003250,Radius Head 18-8.5mm,Radius Head 18-8.5mm,5041-00101,Radius Head 18-8.5mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003251,Radius Head 18-10.5mm,Radius Head 18-10.5mm,5041-00102,Radius Head 18-10.5mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003252,Radius Head 18-12.5mm,Radius Head 18-12.5mm,5041-00103,Radius Head 18-12.5mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003253,Radius Head 20-11mm,Radius Head 20-11mm,5041-00105,Radius Head 20-11mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003254,Radius Head 20-13mm,Radius Head 20-13mm,5041-00106,Radius Head 20-13mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00003255,Radius Head 22-13.5mm,Radius Head 22-13.5mm,5041-00109,Radius Head 22-13.5mm,Radius Prosthesis,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000106,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck",20321,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000107,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck",20322,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000108,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck",20323,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000003,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck",20381,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000104,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck",20382,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000105,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck",20383,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000103,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck",20384,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000100,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck",20331,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000101,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck",20332,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000102,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck",20333,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000099,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck",20334,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000096,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck",20391,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000097,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck",20392,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000098,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck",20393,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000095,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck","CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck",20394,"CrCo Metal Heads  BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000048,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck",20221,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000049,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck",20222,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000050,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck",20223,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 22mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000045,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck",20281,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000046,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck",20282,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000047,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck",20283,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000044,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck",20284,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 28mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000041,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck",20231,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000042,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck",20232,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000043,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck",20233,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000040,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck",20234,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 32mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000037,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck",20291,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000038,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck",20292,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000039,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck",20293,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000036,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck","PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck",20294,"PM734 Metal Heads - Standard BALL HEAD, CrCo - 12/14 - Ø 36mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000113,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - SHORT neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - SHORT neck",20587,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000114,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - MEDIUM neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - MEDIUM neck",20588,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000115,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - LONG neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - LONG neck",20589,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 28mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000110,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - SHORT neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - SHORT neck",20537,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - SHORT neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000111,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - MEDIUM neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - MEDIUM neck",20538,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - MEDIUM neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000112,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - LONG neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - LONG neck",20539,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000109,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - X-LONG neck","BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - X-LONG neck",20540,"BIOLOX® delta ceramic Heads BALL HEAD, BIOLOX DELTA - 12/14 - Ø 32mm - X-LONG neck",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000090,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLACK,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLACK,36005,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000088,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - GREY,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - GREY,36006,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000086,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - YELLOW,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - YELLOW,36008,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000089,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLUE,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLUE,36009,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000087,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - RED,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - RED,36010,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000085,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLACK,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLACK,36011,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000083,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - GREY,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - GREY,36015,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000081,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - YELLOW,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - YELLOW,36016,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000084,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLUE,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLUE,36017,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000082,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - RED,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - RED,36018,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000015,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 42mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 42mm - Hooded,33842,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 42mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000005,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 44mm - Hooded,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 44mm - Hooded,33844,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 44mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000004,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 46mm - Hooded,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 46mm - Hooded,33846,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 46mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000014,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 48mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 48mm - Hooded,33848,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 48mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000013,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 50mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 50mm - Hooded,33850,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 50mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000012,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 52mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 52mm - Hooded,33852,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 52mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000011,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 54mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 54mm - Hooded,33854,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 54mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000010,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 56mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 56mm - Hooded,33856,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 56mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000009,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 58mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 58mm - Hooded,33858,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 58mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000008,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 60mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 60mm - Hooded,33860,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 60mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000007,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 62mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 62mm - Hooded,33862,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 62mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000006,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 64mm - Hooded,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 64mm - Hooded,33864,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 64mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000028,"SELF-LOCKING cemented Stem - STANDARD - size 6,25","SELF-LOCKING cemented Stem - STANDARD - size 6,25",16706,"SELF-LOCKING cemented Stem - STANDARD - size 6,25",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000027,"SELF-LOCKING cemented Stem - STANDARD - size 7,50","SELF-LOCKING cemented Stem - STANDARD - size 7,50",16707,"SELF-LOCKING cemented Stem - STANDARD - size 7,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000026,"SELF-LOCKING cemented Stem - STANDARD - size 8,75","SELF-LOCKING cemented Stem - STANDARD - size 8,75",16708,"SELF-LOCKING cemented Stem - STANDARD - size 8,75",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000035,"SELF-LOCKING cemented Stem - STANDARD - size 10,0","SELF-LOCKING cemented Stem - STANDARD - size 10,0",16710,"SELF-LOCKING cemented Stem - STANDARD - size 10,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000034,"SELF-LOCKING cemented Stem - STANDARD - size 11,25","SELF-LOCKING cemented Stem - STANDARD - size 11,25",16711,"SELF-LOCKING cemented Stem - STANDARD - size 11,25",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000033,"SELF-LOCKING cemented Stem - STANDARD - size 12,50","SELF-LOCKING cemented Stem - STANDARD - size 12,50",16712,"SELF-LOCKING cemented Stem - STANDARD - size 12,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000032,"SELF-LOCKING cemented Stem - STANDARD - size 13,75","SELF-LOCKING cemented Stem - STANDARD - size 13,75",16713,"SELF-LOCKING cemented Stem - STANDARD - size 13,75",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000031,"SELF-LOCKING cemented Stem - STANDARD - size 15,0","SELF-LOCKING cemented Stem - STANDARD - size 15,0",16715,"SELF-LOCKING cemented Stem - STANDARD - size 15,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000030,"SELF-LOCKING cemented Stem - STANDARD - size 17,50","SELF-LOCKING cemented Stem - STANDARD - size 17,50",16717,"SELF-LOCKING cemented Stem - STANDARD - size 17,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000029,"SELF-LOCKING cemented Stem - STANDARD - size 20,0","SELF-LOCKING cemented Stem - STANDARD - size 20,0",16720,"SELF-LOCKING cemented Stem - STANDARD - size 20,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000065,JUMP SYSTEM UHMWPE Insert - Ø 22mm Hooded 10° - GREEN,JUMP SYSTEM UHMWPE Insert - Ø 22mm Hooded 10° - GREEN,36362,JUMP SYSTEM UHMWPE Insert - Ø 22mm Hooded 10° - GREEN,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000064,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLACK,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLACK,36363,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000060,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - YELLOW,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - YELLOW,36364,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000062,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - GREY,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - GREY,36365,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000063,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLUE,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLUE,36366,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
