code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
,3245095551,"GSSⅢ Polyaxial Reduction Screw,φ5.5×51mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3245096541,"GSSⅢ Polyaxial Reduction Screw,φ6.5×41mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3245096546,"GSSⅢ Polyaxial Reduction Screw,φ6.5×46mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3245096551,"GSSⅢ Polyaxial Reduction Screw,φ6.5×51mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3245097046,"GSSⅢ Polyaxial Reduction Screw,φ7.0×46mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3245097051,"GSSⅢ Polyaxial Reduction Screw,φ7.0×51mm(5.5 system)",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,3051010280,"Distal Femoral Nail, long φ9×280mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
,3051010300,"Distal Femoral Nail, long φ9×300mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
,3051060040,Spiral Blade for Distal Femoral Nail φ12.5×40mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
,3051060045,Spiral Blade for Distal Femoral Nail φ12.5×45mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
,3051050035,"6.0mm Locking Screw for Distal Femoral Nail, φ6.0×35mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
,4803201200,SP Connecting Screw,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
,,,,Հատ,հատ,MANUAL_REVIEW,HIGH,YES,No SKU/REF; confirm item identity/barcode mapping,NO_SKU_REF,,
00-00003328,10010.8.1,CHUNLI Hip Instrument Set N8/1,CHUNLI,Հատ,հատ,REF_ONLY,HIGH,YES,Set/kit/instrument/tool is non-sterile; verify because item also looks expiry/sterile,NON_STERILE_TOOLING,,
00-00003329,10010.8.2,CHUNLI Hip Instrument Set N8/2,CHUNLI,Հատ,հատ,REF_ONLY,HIGH,YES,Set/kit/instrument/tool is non-sterile; verify because item also looks expiry/sterile,NON_STERILE_TOOLING,,
00-00003330,10010.9.1,CHUNLI Hip Instrument Set N9/1,CHUNLI,Հատ,հատ,REF_ONLY,HIGH,YES,Set/kit/instrument/tool is non-sterile; verify because item also looks expiry/sterile,NON_STERILE_TOOLING,,
00-00003331,10010.9.2,CHUNLI Hip Instrument Set N9/2,CHUNLI,Հատ,հատ,REF_ONLY,HIGH,YES,Set/kit/instrument/tool is non-sterile; verify because item also looks expiry/sterile,NON_STERILE_TOOLING,,
00-00003332,1014.1,Wagner stem 1,Instruments,Հատ,հատ,BATCH_EXPIRY,MEDIUM,NO,Looks like sterile prosthesis/component/medical product,STERILE_PRODUCT_KEYWORD,,
00-00003333,BO.155.07.S,SMALL COMPRESSION LOCKING PLATE 3.5MM S.S. 7H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003334,BO.155.09.S,SMALL COMPRESSION LOCKING PLATE 3.5MM S.S. 9H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003335,BO.155.11.S,SMALL COMPRESSION LOCKING PLATE 3.5MM S.S. 11H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003336,BO.155.12.S,SMALL COMPRESSION LOCKING PLATE 3.5MM S.S. 12H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003337,BO.155.07.T,SMALL COMPRESSION LOCKING PLATE 3.5MM Ti 7H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003338,BO.155.09.T,SMALL COMPRESSION LOCKING PLATE 3.5MM Ti 9H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003339,BO.155.11.T,SMALL COMPRESSION LOCKING PLATE 3.5MM Ti 11H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003340,BO.155.12.T,SMALL COMPRESSION LOCKING PLATE 3.5MM Ti 12H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003341,BO.9941.L.4.S,Extra-Aarticular Distal Humerus Locking Plate 4h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003342,BO.9941.R.4.S,Extra-Aarticular Distal Humerus Locking Plate 4h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003343,BO.9941.L.6.S,Extra-Aarticular Distal Humerus Locking Plate 6h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003344,BO.9941.R.6.S,Extra-Aarticular Distal Humerus Locking Plate 6h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003345,BO.9941.L.8.S,Extra-Aarticular Distal Humerus Locking Plate 8h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003346,BO.9941.R.8.S,Extra-Aarticular Distal Humerus Locking Plate 8h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003347,BO.9941.L.10.S,Extra-Aarticular Distal Humerus Locking Plate 10h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003348,BO.9941.R.10.S,Extra-Aarticular Distal Humerus Locking Plate 10h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003349,BO.9941.L.12.S,Extra-Aarticular Distal Humerus Locking Plate 12h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003350,BO.9941.R.12.S,Extra-Aarticular Distal Humerus Locking Plate 12h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003351,BO.9941.L.14.S,Extra-Aarticular Distal Humerus Locking Plate 14h L S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003352,BO.9941.R.14.S,Extra-Aarticular Distal Humerus Locking Plate 14h R S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003353,BO.9907.R.3.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 3h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003354,BO.9907.L.3.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 3h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003355,BO.9907.R.5.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 5h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003356,BO.9907.L.5.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 5h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003357,BO.9907.R.7.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 7h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003358,BO.9907.L.7.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 7h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003359,BO.9907.R.11.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 11h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003360,BO.9907.L.11.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 11h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003361,BO.9907.R.13.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 13h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003362,BO.9907.L.13.S,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 13h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003363,BO.9908.L.3.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 3h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003364,BO.9908.R.3.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 3h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003365,BO.9908.L.5.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 5h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003366,BO.9908.R.5.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 5h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003367,BO.9908.L.7.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 7h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003368,BO.9908.R.7.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 7h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003369,BO.9908.L.9.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 9h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003370,BO.9908.R.9.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 9h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003371,BO.9908.L.11.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 11h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003372,BO.9908.R.11.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 11h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003373,BO.9908.L.13.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 13h L SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003374,BO.9908.R.13.S,Medial Distal Humerus LCP (2.7mm&3.5mm) 13h R SS,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003375,BO.509.R.4.R.S,OLECRANON LOCKING PLATE 3.5MM 4H RIGHT S.S. 4H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003376,BO.509.R.6.R.S,OLECRANON LOCKING PLATE 3.5MM 6H RIGHT S.S. 6H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003377,BO.509.R.8.R.S,OLECRANON LOCKING PLATE 3.5MM 6H RIGHT S.S. 8H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003378,BO.509.R.4.L.S,OLECRANON LOCKING PLATE 3.5MM 4H LEFT S.S. 4H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003379,BO.509.R.6.L.S,OLECRANON LOCKING PLATE 3.5MM 6H LEFT S.S. 6H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003380,BO.509.R.8.L.S,OLECRANON LOCKING PLATE 3.5MM 6H LEFT S.S. 8H,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003381,BO.9946.2.R.S,"Two-columa distal Radius plate, S.S. 2H Right",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003382,BO.9946.3.R.S,"Two-columa distal Radius plate, S.S. 3H Right",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003383,BO.9946.4.R.S,"Two-columa distal Radius plate, S.S. 4H Right",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003384,BO.9946.6.R.S,"Two-columa distal Radius plate, S.S. 6H Right",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003385,BO.9946.8.R.S,"Two-columa distal Radius plate, S.S. 8H Right",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003386,BO.9946.2.L.S,"Two-columa distal Radius plate, S.S. 2H Left",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003387,BO.9946.3.L.S,"Two-columa distal Radius plate, S.S. 3H Left",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003388,BO.9946.4.L.S,"Two-columa distal Radius plate, S.S. 4H Left",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003389,BO.9946.6.L.S,"Two-columa distal Radius plate, S.S. 6H Left",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003390,BO.9946.8.L.S,"Two-columa distal Radius plate, S.S. 8H Left",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003391,BO.167.7.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 7H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003392,BO.167.9.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 9H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003393,BO.167.11.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 11H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003394,BO.167.13.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 13H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003395,BO.167.15.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 15H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003396,BO.167.17.S,BROAD LOCKING COMPRESSION PLATE 5.0MM 17H S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003397,BO.9986.L.04.S,Proximal Tibia Locking Plate L 4h S.S,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003398,BO.9986.L.06.S,Proximal Tibia Locking Plate L 6h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003399,BO.9986.L.08.S,Proximal Tibia Locking Plate L 8h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003400,BO.9986.L.10.S,Proximal Tibia Locking Plate L 10h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003401,BO.9986.L.12.S,Proximal Tibia Locking Plate L 12h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003402,BO.9986.L.14.S,Proximal Tibia Locking Plate L 14h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003403,BO.9986.R.04.S,Proximal Tibia Locking Plate R 4h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003404,BO.9986.R.06.S,Proximal Tibia Locking Plate R 6h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003405,BO.9986.R.08.S,Proximal Tibia Locking Plate R 8h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003406,BO.9986.R.10.S,Proximal Tibia Locking Plate R 10h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003407,BO.9986.R.12.S,Proximal Tibia Locking Plate R 12h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003408,BO.9986.R.14.S,Proximal Tibia Locking Plate R 14h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003409,BO.186.10.S,"Locking screw 2.4mm, 10mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003410,BO.186.12.S,"Locking screw 2.4mm, 12mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003411,BO.186.14.S,"Locking screw 2.4mm, 14mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003412,BO.186.16.S,"Locking screw 2.4mm, 16mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003413,BO.186.18.S,"Locking screw 2.4mm, 18mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003414,BO.186.20.S,"Locking screw 2.4mm, 20mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003415,BO.186.22.S,"Locking screw 2.4mm, 22mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003416,BO.186.24.S,"Locking screw 2.4mm, 24mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003417,BO.186.26.S,"Locking screw 2.4mm, 26mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003418,BO.186.28.S,"Locking screw 2.4mm, 28mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003419,BO.186.30.S,"Locking screw 2.4mm, 30mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003420,BO.204.32.S,"Locking screw 2.7mm, 32mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003421,BO.204.34.S,"Locking screw 2.7mm, 34mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003422,BO.204.36.S,"Locking screw 2.7mm, 36mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003423,BO.204.38.S,"Locking screw 2.7mm, 38mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003424,BO.204.40.S,"Locking screw 2.7mm, 40mm S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00003425,BO.268.R.4.S,Medial Proximal Tibia Locking Plate R 4h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003426,BO.268.R.6.S,Medial Proximal Tibia Locking Plate R 6h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003427,BO.268.R.8.S,Medial Proximal Tibia Locking Plate R 8h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003428,BO.268.R.10.S,Medial Proximal Tibia Locking Plate R 10h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003429,BO.268.R.12.S,Medial Proximal Tibia Locking Plate R 12h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003430,BO.268.R.14.S,Medial Proximal Tibia Locking Plate R 14h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003431,BO.268.R.16.S,Medial Proximal Tibia Locking Plate R 16h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003432,BO.268.L.4.S,Medial Proximal Tibia Locking Plate L 4h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003433,BO.268.L.6.S,Medial Proximal Tibia Locking Plate L 6h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003434,BO.268.L.8.S,Medial Proximal Tibia Locking Plate L 8h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003435,BO.268.L.10.S,Medial Proximal Tibia Locking Plate L 10h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003436,BO.268.L.12.S,Medial Proximal Tibia Locking Plate L 12h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003437,BO.268.L.14.S,Medial Proximal Tibia Locking Plate L 14h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003438,BO.268.L.16.S,Medial Proximal Tibia Locking Plate L 16h S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003439,BO.02.9938.05.S.S.,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 5 Holes S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003440,BO.02.9938.07.S.S.,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 7 Holes S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003441,BO.02.9938.09.S.S.,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 9 Holes S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003442,BO.02.9938.11.S.S.,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 11 Holes S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003443,BO.02.9938.13.S.S.,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 13 Holes S.S.,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003444,BO.02.9938.05.Ti,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 5 Holes Ti,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003445,BO.02.9938.07.Ti,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 7 Holes Ti,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003446,BO.02.9938.09.Ti,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 9 Holes Ti,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003447,BO.02.9938.11.Ti,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 11 Holes Ti,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003448,BO.02.9938.13.Ti,PROXIMAL FEMUR LOCKING PLATE (6.5 COBRA HEAD) 13 Holes Ti,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003449,BO.511.S.5h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 5H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003450,BO.511.S.7h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 7H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003451,BO.511.S.9h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 9H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003452,BO.511.S.11h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 11H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003453,BO.511.S.13h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 13H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00003454,BO.511.S.15h.R,"Anterolateral Distal Tibia LCP 3,5mm & R 15H S.S.",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
