code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
00-00000089,36009,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000087,36010,JUMP SYSTEM BIOLOX DELTA Insert - Ø 28mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000085,36011,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000083,36015,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000081,36016,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000084,36017,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000082,36018,JUMP SYSTEM BIOLOX DELTA Insert - Ø 32mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000015,33842,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 42mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000005,33844,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 44mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000004,33846,UHMWPE Hooded 20°JUMP SYSTEM Cemented Cup - Ø 32 x 46mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000014,33848,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 48mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000013,33850,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 50mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000012,33852,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 52mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000011,33854,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 54mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000010,33856,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 56mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000009,33858,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 58mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000008,33860,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 60mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000007,33862,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 62mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000006,33864,UHMWPE Hooded 20° JUMP SYSTEM Cemented Cup - Ø 32 x 64mm - Hooded,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000028,16706,"SELF-LOCKING cemented Stem - STANDARD - size 6,25",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000027,16707,"SELF-LOCKING cemented Stem - STANDARD - size 7,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000026,16708,"SELF-LOCKING cemented Stem - STANDARD - size 8,75",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000035,16710,"SELF-LOCKING cemented Stem - STANDARD - size 10,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000034,16711,"SELF-LOCKING cemented Stem - STANDARD - size 11,25",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000033,16712,"SELF-LOCKING cemented Stem - STANDARD - size 12,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000032,16713,"SELF-LOCKING cemented Stem - STANDARD - size 13,75",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000031,16715,"SELF-LOCKING cemented Stem - STANDARD - size 15,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000030,16717,"SELF-LOCKING cemented Stem - STANDARD - size 17,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000029,16720,"SELF-LOCKING cemented Stem - STANDARD - size 20,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000065,36362,JUMP SYSTEM UHMWPE Insert - Ø 22mm Hooded 10° - GREEN,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000064,36363,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000060,36364,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000062,36365,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - GREY,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000063,36366,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000061,36367,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000056,36368,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000058,36369,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - GREY,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000059,36370,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000057,36371,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000055,36329,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000054,36330,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000053,36378,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - WHITE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000052,36384,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000051,36385,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000066,35242,JUMP SYSTEM Cup -W/Holes X-Pore Ø 42mm - GREEN,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000080,35244,JUMP SYSTEM Cup -W/holes X-Pore - Ø 44mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000079,35246,JUMP SYSTEM Cup -W/holes X-Pore - Ø 46mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000078,35248,JUMP SYSTEM Cup -W/holes X-Pore - Ø 48mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000077,35250,JUMP SYSTEM Cup -W/holes X-Pore - Ø 50mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000076,35252,JUMP SYSTEM Cup -W/holes X-Pore - Ø 52mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000075,35254,JUMP SYSTEM Cup -W/holes X-Pore - Ø 54mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000074,35256,JUMP SYSTEM Cup -W/holes X-Pore - Ø 56mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000073,35258,JUMP SYSTEM Cup -W/holes X-Pore - Ø 58mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000072,35260,JUMP SYSTEM Cup -W/holes X-Pore - Ø 60mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000071,35262,JUMP SYSTEM Cup -W/holes X-Pore - Ø 62mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000070,35264,JUMP SYSTEM Cup -W/holes X-Pore - Ø 64mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000069,35266,JUMP SYSTEM Cup -W/holes X-Pore - Ø 66mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000068,35268,JUMP SYSTEM Cup -W/holes X-Pore - Ø 68mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000067,35270,JUMP SYSTEM Cup -W/holes X-Pore - Ø 70mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000018,15706,"SL X-Pore Stem - STANDARD - size 6,25",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000017,15707,"SL X-Pore Stem - STANDARD - size 7,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000016,15708,"SL X-Pore Stem - STANDARD - size 8,75",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000025,15710,"SL X-Pore Stem - STANDARD - size 10,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000024,15711,"SL X-Pore Stem - STANDARD - size 11,25",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000023,15712,"SL X-Pore Stem - STANDARD - size 12,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000022,15713,"SL X-Pore Stem - STANDARD - size 13,75",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000021,15715,"SL X-Pore Stem - STANDARD - size 15,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000020,15717,"SL X-Pore Stem - STANDARD - size 17,50",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000019,15720,"SL X-Pore Stem - STANDARD - size 20,0",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000094,36725,"JUMP Fixation SCREW - Flat head Ø 6,5x25mm",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,LOW,NO,Chunli/Permedica/Just screw requires expiry,SCREW;STERILE_SCREW_BRAND,,
00-00000093,36730,"JUMP Fixation SCREW - Flat head Ø 6,5x30mm",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,LOW,NO,Chunli/Permedica/Just screw requires expiry,SCREW;STERILE_SCREW_BRAND,,
00-00000092,36735,"JUMP Fixation SCREW - Flat head Ø 6,5x35mm",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,LOW,NO,Chunli/Permedica/Just screw requires expiry,SCREW;STERILE_SCREW_BRAND,,
00-00000091,36740,"JUMP Fixation SCREW - Flat head Ø 6,5x40mm",Permedica - Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,LOW,NO,Chunli/Permedica/Just screw requires expiry,SCREW;STERILE_SCREW_BRAND,,
00-00000199,54301,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000200,54302,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000197,54303,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000198,54304,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000195,54305,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000196,54306,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000193,54307,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000194,54308,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000191,54309,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000192,54310,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000189,54311,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000190,54312,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000207,54313,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000208,54314,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000205,54315,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000206,54316,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000203,54317,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000204,54318,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000202,54319,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000201,54320,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000164,54546,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000163,54501,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000162,54547,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000161,54502,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000160,54548,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000159,54503,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000158,54549,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000157,54504,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
